id_transaccion,fecha_hora,sucursal,canal,cliente_id,segmento_cliente,edad_cliente,antiguedad_meses,categoria,producto_id,precio_unitario,cantidad,descuento_pct,campania,medio_pago,dias_entrega,satisfaccion,devolucion,monto_venta,monto_reembolso
TX019215,2025-09-05 00:05:00,Centro,App,C00974,Estándar,36,48,Alimentos,ALI05,13760,2,0,Sin campaña,Crédito,3,3.3,0,27520,0
TX019800,2025-09-05 01:00:32,Maipú,Web,C01156,Estándar,55,17,Belleza,BEL05,41080,1,4,Sin campaña,Crédito,4,4.8,0,39437,0
TX002755,2025-09-05 01:22:00,Estación Central,App,C03800,Estándar,59,4,Tecnología,TEC05,251620,1,27,Sin campaña,Crédito,1,3.6,0,183683,0
TX021574,2025-09-05 01:37:16,Providencia,Web,C01667,Estándar,49,9,Belleza,BEL04,27530,1,5,Sin campaña,Débito,5,2.9,0,26154,0
TX013860,2025-09-05 02:42:07,La Florida,Web,C02533,Estándar,50,63,Alimentos,ALI01,1980,1,1,Sin campaña,Débito,3,,0,1960,0
TX008335,2025-09-05 02:45:40,Estación Central,App,C04425,Estándar,18,16,Alimentos,ALI05,12010,1,4,Sin campaña,Débito,3,3.6,0,11530,0
TX005131,2025-09-05 03:24:41,Centro,Web,C01044,Estándar,32,10,Alimentos,ALI02,3310,1,4,Sin campaña,Débito,4,3.6,0,3178,0
TX002423,2025-09-05 04:59:38,Ñuñoa,Web,C00870,Estándar,33,43,Casa,HOG05,84750,1,0,Sin campaña,Débito,5,3.5,0,84750,0
TX000011,2025-09-05 05:38:45,Maipú,Web,C04464,Estándar,46,38,Belleza,BEL01,4890,1,7,Sin campaña,Crédito,2,3.8,0,4548,0
TX004423,2025-09-05 06:10:25,Las Condes,Web,C05588,Estándar,45,17,Casa,HOG03,25460,1,6,Sin campaña,Crédito,5,,0,23932,0
TX005725,2025-09-05 06:19:58,Estación Central,App,C02498,Estándar,36,36,Deportes,DEP04,61020,1,5,Sin campaña,Crédito,4,3.2,0,57969,0
TX024681,2025-09-05 07:13:12,Las Condes,App,C05552,Estándar,36,15,Belleza,BEL04,25260,1,16,Sin campaña,Débito,2,2.9,0,21218,0
TX022185,2025-09-05 07:48:06,Maipú,App,C01594,Estándar,46,48,Alimentos,ALI06,20670,1,7,Sin campaña,Débito,4,3.4,0,19223,0
TX009327,2025-09-05 08:50:35,Ñuñoa,Web,C05216,Estándar,47,14,Tecnología,TEC05,244900,1,23,Sin campaña,Billetera digital,2,4.1,0,188573,0
TX006489,2025-09-05 09:32:26,Las Condes,App,C01759,Estándar,45,94,Vestuario,VES03,26190,1,4,Sin campaña,Transferencia,4,3.1,0,25142,0
TX021018,2025-09-05 10:06:41,Providencia,Web,C04710,Estándar,47,24,Deportes,DEP05,107150,1,10,Sin campaña,Crédito,8,,0,96435,0
TX009496,2025-09-05 10:13:59,Estación Central,Tienda,C05142,Premium,63,105,Alimentos,ALI04,8820,1,0,Sin campaña,Crédito,0,4.3,0,8820,0
TX014263,2025-09-05 10:47:09,Providencia,Tienda,C02636,Estándar,18,61,Deportes,DEP05,98290,4,14,Sin campaña,Crédito,0,4.6,0,338118,0
TX023913,2025-09-05 10:50:28,Providencia,Tienda,C03942,Estándar,41,36,Casa,HOG02,12890,1,5,Sin campaña,Débito,0,4.6,0,12246,0
TX014566,2025-09-05 11:00:47,Las Condes,Web,C01418,Estándar,29,23,Tecnología,TEC02,41500,1,22,Sin campaña,Transferencia,4,3.6,0,32370,0
TX017726,2025-09-05 11:15:41,La Florida,Tienda,C02031,Estándar,44,37,Casa,HOG06,154790,1,0,Sin campaña,Débito,0,4.4,0,154790,0
TX004279,2025-09-05 11:40:18,La Florida,Web,C05472,Estándar,34,26,Belleza,BEL04,25980,2,11,Sin campaña,Billetera digital,3,2.9,0,46244,0
TX003457,2025-09-05 11:50:31,Ñuñoa,Tienda,C03416,Estándar,40,7,Belleza,BEL03,15180,2,0,Sin campaña,Billetera digital,0,4.3,0,30360,0
TX010604,2025-09-05 11:53:16,Estación Central,Tienda,C00441,Estándar,38,18,Alimentos,ALI05,12350,1,4,Sin campaña,Crédito,0,3.5,0,11856,0
TX003804,2025-09-05 11:53:58,Ñuñoa,Tienda,C01201,Premium,58,19,Deportes,DEP06,184320,1,2,Sin campaña,Transferencia,0,4.1,0,180634,0
TX005505,2025-09-05 11:54:32,Vitacura,Web,C01764,Premium,71,36,Tecnología,TEC05,237530,1,25,Sin campaña,Crédito,4,3.2,0,178148,0
TX008454,2025-09-05 12:54:52,Estación Central,Tienda,C03431,Estándar,24,32,Alimentos,ALI04,9310,1,0,Sin campaña,Débito,0,3.8,0,9310,0
TX004887,2025-09-05 13:00:16,Providencia,Web,C00097,Estándar,41,24,Tecnología,TEC02,43220,1,23,Sin campaña,Crédito,3,,1,33279,33279
TX024457,2025-09-05 13:14:07,Vitacura,Web,C02564,Estándar,35,19,Vestuario,VES05,60730,1,0,Sin campaña,Crédito,3,,1,60730,60730
TX005728,2025-09-05 13:17:44,Providencia,Tienda,C05747,Estándar,51,25,Deportes,DEP01,9250,3,4,Sin campaña,Crédito,0,4.1,0,26640,0
TX024525,2025-09-05 13:35:55,Ñuñoa,Tienda,C01830,Estándar,43,25,Hogar,HOG06,160570,2,4,Sin campaña,Crédito,0,4.8,0,308294,0
TX008925,2025-09-05 13:51:49,Centro,Tienda,C03442,Estándar,39,43,Vestuario,VES04,38880,1,0,Sin campaña,Débito,0,4.0,0,38880,0
TX015333,2025-09-05 14:21:02,La Florida,App,C04975,Estándar,49,35,Tecnología,TEC06,504000,1,18,Sin campaña,Billetera digital,4,3.5,0,413280,0
TX019710,2025-09-05 14:21:38,Centro,Tienda,C00541,Estándar,31,14,Deportes,DEP02,19560,1,7,Sin campaña,Débito,0,2.9,1,18191,18191
TX006695,2025-09-05 14:28:59,Centro,Tienda,C05590,Estándar,23,19,Vestuario,VES01,8320,5,10,Sin campaña,Débito,0,3.4,1,37440,37440
TX009620,2025-09-05 14:45:22,Providencia,Tienda,C05497,Premium,32,50,Belleza,BEL04,23820,1,4,Sin campaña,Débito,0,4.3,0,22867,0
TX015458,2025-09-05 14:45:30,Las Condes,Web,C03589,Estándar,27,48,Tecnología,TEC01,19680,1,13,Sin campaña,Débito,2,3.5,0,17122,0
TX016815,2025-09-05 14:50:30,La Florida,Tienda,C05903,Premium,44,36,Casa,HOG03,25990,1,9,Sin campaña,Transferencia,0,3.9,0,23651,0
TX005273,2025-09-05 14:58:04,Vitacura,App,C03557,Estándar,45,45,Tecnología,TEC04,127680,4,10,Sin campaña,Débito,2,3.5,0,459648,0
TX008870,2025-09-05 15:18:05,La Florida,Tienda,C02145,Premium,54,8,Deportes,DEP05,103170,2,0,Sin campaña,Crédito,0,,1,206340,206340
TX021403,2025-09-05 15:24:55,Las Condes,Tienda,C04637,Estándar,43,16,Belleza,BEL06,70370,3,10,Sin campaña,Transferencia,0,4.1,0,189999,0
TX008272,2025-09-05 15:27:57,Vitacura,App,C01614,Estándar,38,38,Hogar,HOG02,12810,1,9,Sin campaña,Crédito,1,3.4,0,11657,0
TX002781,2025-09-05 15:50:25,Estación Central,Tienda,C05006,Premium,42,15,Vestuario,VES03,25330,3,0,Sin campaña,Billetera digital,0,4.0,0,75990,0
TX018690,2025-09-05 16:05:03,Ñuñoa,Tienda,C04470,Estándar,69,44,Vestuario,VES06,90160,3,16,Sin campaña,Crédito,0,4.6,0,227203,0
TX003838,2025-09-05 16:10:03,Maipú,Tienda,C04611,Estándar,44,8,Deportes,DEP01,10110,1,9,Sin campaña,Débito,0,4.8,0,9200,0
TX012236,2025-09-05 16:25:59,Providencia,Tienda,C05173,Estándar,50,47,Belleza,BEL06,70590,1,11,Sin campaña,Débito,0,4.2,0,62825,0
TX024335,2025-09-05 17:09:33,Estación Central,Web,C00744,Estándar,50,21,Alimentos,ALI04,9000,1,2,Sin campaña,Billetera digital,3,3.7,0,8820,0
TX004187,2025-09-05 17:15:21,Estación Central,Web,C00995,Convenio Empresa,39,59,Deportes,DEP05,95820,3,11,Sin campaña,Débito,3,3.2,0,255839,0
TX020036,2025-09-05 17:35:38,La Florida,Tienda,C01268,Estándar,44,43,Vestuario,VES03,24330,2,0,Sin campaña,Débito,0,3.9,0,48660,0
TX012908,2025-09-05 17:42:27,Maipú,Tienda,C05920,Premium,46,71,Alimentos,ALI05,12480,2,1,Sin campaña,Crédito,0,4.2,0,24710,0
TX007648,2025-09-05 17:58:34,Centro,App,C01297,Estándar,41,18,Vestuario,VES03,25580,3,11,Sin campaña,Crédito,3,3.2,0,68299,0
TX002059,2025-09-05 17:58:51,Estación Central,Tienda,C01539,Premium,65,38,Deportes,DEP06,171580,1,0,Sin campaña,Billetera digital,0,4.2,0,171580,0
TX011753,2025-09-05 18:26:37,Las Condes,Tienda,C02589,Estándar,41,12,Hogar,HOG04,46090,1,13,Sin campaña,Débito,0,5.0,0,40098,0
TX010924,2025-09-05 18:35:10,Estación Central,Tienda,C01044,Estándar,32,10,Tecnología,TEC02,38970,1,22,Sin campaña,Transferencia,0,3.3,0,30397,0
TX006270,2025-09-05 18:39:04,Ñuñoa,Tienda,C00788,Premium,30,56,Hogar,HOG01,6710,1,11,Sin campaña,Transferencia,0,4.9,0,5972,0
TX021202,2025-09-05 19:26:02,Estación Central,Tienda,C02767,Estándar,42,4,Belleza,BEL03,15040,1,4,Sin campaña,Crédito,0,4.4,0,14438,0
TX009716,2025-09-05 19:30:11,Maipú,Tienda,C01509,Premium,37,21,Vestuario,VES02,15330,1,8,Sin campaña,Débito,0,3.6,0,14104,0
TX021460,2025-09-05 19:33:19,Ñuñoa,Tienda,C02350,Premium,51,22,Casa,HOG02,12450,1,13,Sin campaña,Crédito,0,3.6,0,10832,0
TX002665,2025-09-05 19:54:38,Vitacura,App,C04058,Estándar,22,39,Belleza,BEL04,24140,3,2,Sin campaña,Crédito,1,,1,70972,70972
TX004501,2025-09-05 20:07:46,Providencia,Web,C02767,Estándar,42,4,Alimentos,ALI02,3540,1,1,Sin campaña,Débito,5,2.5,0,3505,0
TX022974,2025-09-05 20:12:46,Maipú,Tienda,C05113,Premium,31,8,Deportes,DEP04,63630,1,8,Sin campaña,Billetera digital,0,4.3,0,58540,0
TX018329,2025-09-05 20:17:40,Maipú,Tienda,C01128,Estándar,49,21,Vestuario,VES05,59970,1,12,Sin campaña,Crédito,0,4.3,0,52774,0
TX000681,2025-09-05 20:27:03,Ñuñoa,Tienda,C01807,Premium,38,27,Tecnología,TEC01,20480,1,22,Sin campaña,Débito,0,4.6,0,15974,0
TX010775,2025-09-05 20:28:36,Providencia,Tienda,C00728,Estándar,68,10,Belleza,BEL04,25040,1,5,Sin campaña,Débito,0,4.4,0,23788,0
TX018971,2025-09-05 20:29:23,Centro,Web,C02594,Estándar,21,15,Casa,HOG06,143720,2,11,Sin campaña,Débito,4,2.7,0,255822,0
TX006474,2025-09-05 20:36:34,La Florida,Tienda,C02951,Estándar,58,16,Deportes,DEP03,35460,2,6,Sin campaña,Crédito,0,4.5,0,66665,0
TX014737,2025-09-05 20:38:28,La Florida,Tienda,C02045,Premium,52,9,Casa,HOG06,152320,1,13,Sin campaña,Crédito,0,4.0,0,132518,0
TX014990,2025-09-05 20:54:45,Vitacura,Tienda,C03853,Premium,40,39,Deportes,DEP04,64020,1,0,Sin campaña,Débito,0,4.5,0,64020,0
TX006682,2025-09-05 22:30:52,Centro,Web,C04409,Estándar,57,36,Casa,HOG05,87430,1,9,Sin campaña,Débito,4,3.7,0,79561,0
TX021362,2025-09-05 23:48:54,Centro,App,C01966,Premium,48,33,Alimentos,ALI06,20420,1,2,Sin campaña,Crédito,4,3.2,0,20012,0
TX001235,2025-09-06 01:10:44,Vitacura,Web,C01624,Estándar,27,56,Belleza,BEL06,68470,1,8,Sin campaña,Crédito,3,3.7,0,62992,0
TX016157,2025-09-06 01:13:35,Maipú,Web,C02626,Estándar,51,6,Tecnología,TEC01,19550,1,21,Sin campaña,Débito,2,4.7,0,15444,0
TX011719,2025-09-06 02:25:06,Centro,Web,C03458,Estándar,46,9,Tecnología,TEC05,253600,1,26,Sin campaña,Crédito,5,2.9,0,187664,0
TX018003,2025-09-06 03:58:41,Las Condes,App,C03878,Premium,46,14,Vestuario,VES06,85250,1,0,Sin campaña,Crédito,3,3.0,0,85250,0
TX000367,2025-09-06 05:19:48,Centro,Web,C00182,Convenio Empresa,45,12,Vestuario,VES04,38820,4,7,Sin campaña,Débito,8,3.1,0,144410,0
TX007789,2025-09-06 06:19:07,Ñuñoa,Web,C01696,Estándar,50,52,Deportes,DEP01,10010,1,3,Sin campaña,Débito,2,2.7,1,9710,9710
TX012488,2025-09-06 06:43:19,Centro,Web,C05811,Estándar,48,32,Alimentos,ALI06,21070,1,9,Sin campaña,Crédito,5,1.6,1,19174,19174
TX017889,2025-09-06 07:05:45,Las Condes,App,C01206,Estándar,57,24,Deportes,DEP04,60940,2,8,Sin campaña,Crédito,3,4.4,0,112130,0
TX017127,2025-09-06 07:47:20,Ñuñoa,App,C01215,Estándar,30,31,Belleza,BEL04,24950,1,6,Sin campaña,Billetera digital,3,,1,23453,23453
TX015301,2025-09-06 07:53:09,Estación Central,Web,C00541,Estándar,31,14,Alimentos,ALI03,6190,2,3,Sin campaña,Débito,2,2.9,0,12009,0
TX023513,2025-09-06 07:59:03,Maipú,Web,C03799,Estándar,39,36,Tecnología,TEC04,128970,1,29,Sin campaña,Crédito,1,3.9,0,91569,0
TX008014,2025-09-06 08:06:34,Providencia,App,C00667,Estándar,41,44,Belleza,BEL03,15530,1,0,Sin campaña,Crédito,2,4.2,0,15530,0
TX022240,2025-09-06 08:08:00,Centro,Web,C02996,Estándar,45,56,Belleza,BEL05,39630,3,2,Sin campaña,Billetera digital,2,3.6,0,116512,0
TX018262,2025-09-06 08:15:01,Ñuñoa,Web,C02518,Estándar,33,17,Deportes,DEP06,166280,1,0,Sin campaña,Débito,1,3.6,0,166280,0
TX007699,2025-09-06 09:24:13,La Florida,App,C02083,Premium,26,31,Alimentos,ALI05,12840,2,0,Sin campaña,Billetera digital,3,3.5,0,25680,0
TX016324,2025-09-06 09:28:52,Maipú,App,C04958,Estándar,60,68,Vestuario,VES02,14460,1,5,Sin campaña,Crédito,2,,0,13737,0
TX012145,2025-09-06 10:16:33,Vitacura,Tienda,C04518,Premium,38,14,Vestuario,VES05,59600,1,7,Sin campaña,Transferencia,0,4.0,0,55428,0
TX016854,2025-09-06 10:17:32,Ñuñoa,Tienda,C03195,Estándar,57,28,Alimentos,ALI03,6260,2,4,Sin campaña,Débito,0,4.9,0,12019,0
TX018566,2025-09-06 10:45:12,Ñuñoa,Tienda,C06046,Estándar,30,49,Casa,HOG03,25890,1,6,Sin campaña,Billetera digital,0,,0,24337,0
TX010930,2025-09-06 10:46:17,Providencia,Tienda,C02322,Estándar,41,16,Alimentos,ALI06,21660,1,0,Sin campaña,Crédito,0,4.6,0,21660,0
TX024760,2025-09-06 10:48:36,Vitacura,Tienda,C05501,Premium,19,24,Tecnología,TEC01,21110,1,20,Sin campaña,Billetera digital,0,4.6,0,16888,0
TX007417,2025-09-06 10:57:41,Centro,Tienda,C02078,Premium,40,15,Tecnología,TEC03,79790,2,19,Sin campaña,Crédito,0,3.8,0,129260,0
TX022902,2025-09-06 11:09:41,Las Condes,App,C00478,Estándar,46,44,Vestuario,VES01,7700,2,10,Sin campaña,Débito,3,4.2,0,13860,0
TX001095,2025-09-06 11:18:44,Ñuñoa,Tienda,C01219,Estándar,18,42,Alimentos,ALI02,3530,1,0,Sin campaña,Crédito,0,4.2,0,3530,0
TX020866,2025-09-06 11:20:42,Providencia,Tienda,C01823,Estándar,42,18,Hogar,HOG05,91580,2,4,Sin campaña,Crédito,0,4.5,0,175834,0
TX002690,2025-09-06 11:23:14,Centro,Tienda,C05340,Estándar,51,51,Belleza,BEL03,15080,1,1,Sin campaña,Crédito,0,4.1,0,14929,0
TX017694,2025-09-06 11:27:08,Providencia,App,C02249,Estándar,18,38,Belleza,BEL02,8970,1,0,Sin campaña,Débito,1,3.7,0,8970,0
TX020930,2025-09-06 11:42:13,Centro,Tienda,C01518,Premium,39,6,Hogar,HOG03,23910,2,0,Sin campaña,Débito,0,3.8,0,47820,0
TX015575,2025-09-06 13:11:45,Las Condes,Web,C01196,Estándar,41,44,Vestuario,VES04,39040,2,13,Sin campaña,Crédito,4,3.6,0,67930,0
TX004919,2025-09-06 13:12:32,Las Condes,Tienda,C01518,Premium,39,6,Deportes,DEP03,37160,2,6,Sin campaña,Crédito,0,3.9,0,69861,0
TX005496,2025-09-06 13:32:10,Ñuñoa,Web,C05733,Premium,36,35,Vestuario,VES05,61580,1,13,Sin campaña,Crédito,2,2.8,0,53575,0
TX010887,2025-09-06 13:43:41,Maipú,Tienda,C04164,Estándar,34,82,Tecnología,TEC05,243900,1,22,Sin campaña,Billetera digital,0,,1,190242,190242
TX003318,2025-09-06 14:09:07,Ñuñoa,Tienda,C00009,Premium,61,55,Tecnología,TEC06,481640,1,28,Sin campaña,Crédito,0,3.9,0,346781,0
TX009171,2025-09-06 14:47:49,Providencia,Web,C04530,Estándar,32,37,Vestuario,VES06,86670,3,9,Sin campaña,Transferencia,2,3.2,0,236609,0
TX021573,2025-09-06 14:52:41,Maipú,Tienda,C05397,Estándar,22,39,Vestuario,VES06,88500,1,1,Sin campaña,Crédito,0,4.5,0,87615,0
TX024398,2025-09-06 15:17:05,La Florida,Tienda,C05749,Premium,44,26,Deportes,DEP02,19660,1,0,Sin campaña,Débito,0,4.0,0,19660,0
TX008889,2025-09-06 15:17:09,Las Condes,Tienda,C00929,Premium,55,12,Belleza,BEL06,72930,1,10,Sin campaña,Débito,0,4.1,0,65637,0
TX018965,2025-09-06 15:30:25,Ñuñoa,Tienda,C02063,Estándar,56,16,Vestuario,VES02,14590,1,5,Sin campaña,Crédito,0,4.3,0,13860,0
TX002210,2025-09-06 16:15:59,Vitacura,Web,C03752,Estándar,19,31,Alimentos,ALI05,13150,1,3,Sin campaña,Billetera digital,2,2.8,0,12756,0
TX022862,2025-09-06 16:43:29,Las Condes,Tienda,C01211,Estándar,34,28,Belleza,BEL01,4800,1,1,Sin campaña,Crédito,0,,0,4752,0
TX016361,2025-09-06 16:57:29,Las Condes,Tienda,C01545,Premium,39,38,Tecnología,TEC03,82290,1,20,Sin campaña,Débito,0,5.0,0,65832,0
TX022915,2025-09-06 17:01:20,Las Condes,Tienda,C02940,Premium,55,29,Deportes,DEP04,60650,1,7,Sin campaña,Débito,0,3.7,0,56404,0
TX018004,2025-09-06 17:07:03,Ñuñoa,Web,C00367,Estándar,36,3,Tecnología,TEC06,526840,1,17,Sin campaña,Transferencia,5,3.5,0,437277,0
TX015258,2025-09-06 17:23:33,La Florida,App,C05391,Estándar,40,7,Deportes,DEP05,102240,1,1,Sin campaña,Billetera digital,4,2.0,1,101218,101218
TX001641,2025-09-06 17:42:51,Maipú,Tienda,C02947,Premium,26,53,Casa,HOG01,6990,1,5,Sin campaña,Débito,0,3.8,0,6640,0
TX001823,2025-09-06 18:20:42,Vitacura,Tienda,C05867,Estándar,43,54,Vestuario,VES01,7880,3,12,Sin campaña,Crédito,0,4.8,0,20803,0
TX007380,2025-09-06 18:23:37,Centro,Tienda,C06187,Estándar,41,58,Vestuario,VES01,8190,1,0,Sin campaña,Crédito,0,5.0,0,8190,0
TX019419,2025-09-06 18:29:04,La Florida,Tienda,C00950,Premium,18,20,Vestuario,VES06,93400,2,0,Sin campaña,Billetera digital,0,3.8,0,186800,0
TX024090,2025-09-06 18:33:39,Providencia,Tienda,C03546,Estándar,33,24,Tecnología,TEC06,502830,1,15,Sin campaña,Débito,0,4.8,0,427406,0
TX021338,2025-09-06 18:41:52,Las Condes,Tienda,C02373,Premium,33,72,Tecnología,TEC03,78310,1,22,Sin campaña,Crédito,0,4.3,0,61082,0
TX024845,2025-09-06 18:43:43,Estación Central,Web,C05771,Estándar,40,23,Alimentos,ALI02,3330,1,0,Sin campaña,Crédito,8,,0,3330,0
TX019833,2025-09-06 18:50:45,Ñuñoa,Tienda,C04416,Estándar,58,44,Alimentos,ALI01,2020,3,7,Sin campaña,Transferencia,0,4.4,0,5636,0
TX022006,2025-09-06 19:15:05,Providencia,App,C04153,Estándar,43,25,Deportes,DEP01,9410,1,1,Sin campaña,Débito,1,3.3,0,9316,0
TX008194,2025-09-06 19:38:07,Maipú,Web,C01511,Estándar,35,75,Alimentos,ALI06,19460,2,9,Sin campaña,Crédito,4,3.4,0,35417,0
TX005657,2025-09-06 20:04:24,Providencia,Web,C05793,Estándar,40,16,Vestuario,VES03,24070,1,15,Sin campaña,Transferencia,3,4.9,0,20460,0
TX011410,2025-09-06 20:05:11,Centro,Tienda,C01317,Premium,49,51,Vestuario,VES03,24390,1,8,Sin campaña,Transferencia,0,,0,22439,0
TX007946,2025-09-06 20:47:51,Las Condes,Tienda,C01654,Estándar,43,40,Alimentos,ALI05,12470,1,0,Sin campaña,Débito,0,4.8,0,12470,0
TX008913,2025-09-06 20:50:41,Las Condes,App,C03144,Estándar,24,30,Belleza,BEL04,24340,1,5,Sin campaña,Crédito,3,2.3,1,23123,23123
TX003571,2025-09-06 20:58:36,Centro,Web,C01536,Premium,41,52,Alimentos,ALI01,2140,3,0,Sin campaña,Crédito,6,,0,6420,0
TX004999,2025-09-06 21:29:02,Providencia,App,C02371,Estándar,51,6,Deportes,DEP02,20350,2,1,Sin campaña,Débito,3,4.4,0,40293,0
TX004621,2025-09-06 21:36:03,Vitacura,Web,C03868,Estándar,54,20,Tecnología,TEC03,80390,3,18,Sin campaña,Débito,3,3.5,0,197759,0
TX007990,2025-09-06 23:27:29,Vitacura,App,C01864,Estándar,38,20,Casa,HOG03,25450,1,13,Sin campaña,Débito,2,4.6,0,22142,0
TX021681,2025-09-06 23:58:55,Las Condes,Web,C00674,Estándar,33,4,Casa,HOG05,94090,5,0,Sin campaña,Débito,2,4.1,0,470450,0
TX010957,2025-09-07 00:23:20,Maipú,App,C00952,Estándar,49,14,Deportes,DEP04,65010,1,3,Sin campaña,Débito,3,,0,63060,0
TX002001,2025-09-07 01:31:03,La Florida,Web,C05103,Estándar,38,21,Deportes,DEP05,97190,1,10,Sin campaña,Transferencia,5,2.0,1,87471,87471
TX014148,2025-09-07 02:30:03,Maipú,Web,C04695,Premium,53,120,Deportes,DEP03,34580,1,12,Sin campaña,Crédito,3,3.4,0,30430,0
TX018227,2025-09-07 02:42:06,Providencia,Web,C05168,Estándar,35,7,Hogar,HOG02,12330,1,13,Sin campaña,Billetera digital,1,,0,10727,0
TX014310,2025-09-07 02:50:36,Las Condes,Web,C03085,Estándar,68,56,Tecnología,TEC06,509710,3,21,Sin campaña,Débito,5,,0,1208013,0
TX018840,2025-09-07 03:38:04,Las Condes,Web,C01586,Premium,57,57,Tecnología,TEC03,80790,1,26,Sin campaña,Crédito,3,4.0,0,59785,0
TX022967,2025-09-07 04:05:18,Maipú,Web,C01325,Estándar,28,43,Tecnología,TEC06,485550,1,16,Sin campaña,Débito,5,,0,407862,0
TX018688,2025-09-07 05:43:19,Centro,Web,C05851,Estándar,40,32,Alimentos,ALI01,1950,1,3,Sin campaña,Débito,3,3.4,0,1892,0
TX013969,2025-09-07 05:59:23,Vitacura,Web,C03079,Estándar,52,41,Belleza,BEL02,9160,4,0,Sin campaña,Débito,2,3.4,0,36640,0
TX007698,2025-09-07 06:18:25,Ñuñoa,Web,C03949,Estándar,53,38,Vestuario,VES05,59140,1,13,Sin campaña,Crédito,2,,1,51452,51452
TX004249,2025-09-07 06:36:31,Providencia,App,C04210,Estándar,18,27,Hogar,HOG01,7130,1,6,Sin campaña,Transferencia,3,4.3,0,6702,0
TX022812,2025-09-07 07:26:13,Providencia,Web,C05316,Premium,20,16,Vestuario,VES05,62930,1,12,Sin campaña,Transferencia,3,2.8,0,55378,0
TX018002,2025-09-07 07:29:41,La Florida,Web,C04171,Estándar,34,8,Alimentos,ALI06,21690,1,0,Sin campaña,Débito,4,3.3,0,21690,0
TX021016,2025-09-07 07:44:25,Las Condes,Web,C01015,Estándar,39,77,Deportes,DEP05,100970,3,5,Sin campaña,Débito,3,4.5,0,287764,0
TX009322,2025-09-07 08:09:56,Estación Central,Web,C03531,Estándar,18,49,Vestuario,VES01,8130,2,0,Sin campaña,Crédito,3,3.2,0,16260,0
TX001074,2025-09-07 08:34:21,Maipú,App,C05392,Estándar,57,54,Deportes,DEP06,180830,1,9,Sin campaña,Débito,2,3.0,0,164555,0
TX019495,2025-09-07 10:17:27,Ñuñoa,Tienda,C04615,Estándar,40,7,Alimentos,ALI01,1930,4,0,Sin campaña,Crédito,0,4.4,0,7720,0
TX013700,2025-09-07 11:47:39,La Florida,App,C04489,Estándar,38,29,Vestuario,VES06,89010,1,8,Sin campaña,Billetera digital,1,,1,81889,81889
TX023828,2025-09-07 11:55:50,Ñuñoa,App,C05672,Estándar,72,9,Alimentos,ALI04,9350,2,7,Sin campaña,Crédito,2,3.5,0,17391,0
TX009105,2025-09-07 11:56:14,La Florida,Tienda,C03367,Estándar,42,41,Deportes,DEP05,95250,1,3,Sin campaña,Débito,0,4.2,0,92392,0
TX005976,2025-09-07 12:23:26,Centro,Web,C00171,Estándar,38,32,Deportes,DEP03,33400,1,0,Sin campaña,Crédito,3,3.5,0,33400,0
TX007759,2025-09-07 12:30:31,Estación Central,Tienda,C04134,Estándar,58,47,Alimentos,ALI06,19720,1,0,Sin campaña,Débito,0,3.8,0,19720,0
TX019663,2025-09-07 12:40:50,Providencia,Tienda,C02323,Premium,36,42,Vestuario,VES05,59780,1,8,Sin campaña,Transferencia,0,3.7,0,54998,0
TX011322,2025-09-07 12:49:35,La Florida,Web,C03696,Estándar,43,36,Vestuario,VES06,95530,1,0,Sin campaña,Débito,5,2.8,0,95530,0
TX009929,2025-09-07 12:58:58,Estación Central,App,C01292,Estándar,28,12,Tecnología,TEC03,81830,1,22,Sin campaña,Billetera digital,2,3.7,0,63827,0
TX009027,2025-09-07 13:05:18,Las Condes,App,C03251,Estándar,39,40,Belleza,BEL04,24820,1,5,Sin campaña,Débito,4,3.4,0,23579,0
TX003151,2025-09-07 13:06:58,La Florida,Web,C00905,Estándar,31,13,Hogar,HOG01,7030,1,9,Sin campaña,Crédito,2,3.6,0,6397,0
TX019624,2025-09-07 13:13:48,Ñuñoa,Tienda,C02723,Estándar,45,46,Belleza,BEL01,4870,1,0,Sin campaña,Transferencia,0,3.4,1,4870,4870
TX021559,2025-09-07 13:31:21,Las Condes,App,C01483,Premium,34,2,Casa,HOG04,42290,2,4,Sin campaña,Crédito,1,3.5,0,81197,0
TX000125,2025-09-07 14:11:02,Providencia,Tienda,C05213,Premium,42,7,Vestuario,VES06,92680,1,16,Sin campaña,Billetera digital,0,4.1,0,77851,0
TX007422,2025-09-07 15:03:26,Las Condes,Tienda,C00531,Estándar,24,6,Alimentos,ALI06,19400,2,2,Sin campaña,Crédito,0,3.7,0,38024,0
TX008416,2025-09-07 15:18:14,Ñuñoa,Tienda,C00238,Estándar,34,21,Deportes,DEP04,58890,1,0,Sin campaña,Crédito,0,4.3,0,58890,0
TX019051,2025-09-07 15:22:37,La Florida,Tienda,C02602,Estándar,33,20,Vestuario,VES03,24310,1,5,Sin campaña,Crédito,0,4.6,0,23094,0
TX017311,2025-09-07 15:29:53,Centro,Web,C01781,Estándar,37,53,Alimentos,ALI02,3410,1,0,Sin campaña,Crédito,4,2.0,1,3410,3410
TX021119,2025-09-07 15:54:30,Estación Central,Tienda,C00433,Estándar,30,19,Casa,HOG05,90230,1,3,Sin campaña,Débito,0,5.0,0,87523,0
